"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Сладкий перец"	"500 г"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Соль"	"2 чайные ложки"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Морковь"	"2 штуки"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Стебель сельдерея"	"4 штуки"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Укроп"	"1 пучок"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Лук"	"1 штука"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Растительное масло"	"100 мл"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Уксус 9%-ный"	"6 столовых ложек"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Черный перец горошком"	"10 штук"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Молотый черный перец"	"на кончике ножа"
"2"	"zagotovki"	"klyukvennyy-konfityur-s-apelsinom-114376"	"Клюква"	"1000 г"
"2"	"zagotovki"	"klyukvennyy-konfityur-s-apelsinom-114376"	"Апельсины"	"3 штуки"
"2"	"zagotovki"	"klyukvennyy-konfityur-s-apelsinom-114376"	"Тростниковый сахар"	"600 г"
"2"	"zagotovki"	"klyukvennyy-konfityur-s-apelsinom-114376"	"Палочки корицы"	"3 штуки"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Огурцы"	"200 г"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Винный уксус"	"170 мл"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Куркума"	"1 чайная ложка"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Молотая паприка"	"по вкусу"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Чеснок"	"5 зубчиков"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Сушеная ламинария"	"10 г"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Смесь итальянских трав"	"по вкусу"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Душистый перец горошком"	"по вкусу"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Лавровый лист"	"2 штуки"
"2"	"zagotovki"	"bystrye-marinovannye-ogurcy-pikuli-s-vinnym-uksusom-i-laminariey-125725"	"Вода"	"по вкусу"
"3"	"zagotovki"	"marinovannyy-krasnyy-perec-137951"	"Красный сладкий перец"	"4 кг"
"3"	"zagotovki"	"marinovannyy-krasnyy-perec-137951"	"Подсолнечное нерафинированное масло"	"1 л"
"3"	"zagotovki"	"marinovannyy-krasnyy-perec-137951"	"Уксус 9%-ный"	"500 мл"
"3"	"zagotovki"	"marinovannyy-krasnyy-perec-137951"	"Соль"	"5 столовых ложек"
"3"	"zagotovki"	"marinovannyy-krasnyy-perec-137951"	"Черный перец горошком"	"10 штук"
"3"	"zagotovki"	"marinovannyy-krasnyy-perec-137951"	"Петрушка"	"200 г"
"3"	"zagotovki"	"marinovannyy-krasnyy-perec-137951"	"Зелень сельдерея"	"200 г"
"3"	"zagotovki"	"marinovannyy-krasnyy-perec-137951"	"Чеснок"	"4 головки"
"3"	"zagotovki"	"marinovannye-baklazhany-s-lukom-138417"	"Баклажаны"	"1 кг"
"3"	"zagotovki"	"marinovannye-baklazhany-s-lukom-138417"	"Репчатый лук"	"200 г"
"3"	"zagotovki"	"marinovannye-baklazhany-s-lukom-138417"	"Подсолнечное масло"	"½ стакана"
"3"	"zagotovki"	"marinovannye-baklazhany-s-lukom-138417"	"Красный винный уксус"	"¾ стакана"
"3"	"zagotovki"	"marinovannye-baklazhany-s-lukom-138417"	"Вода"	"½ стакана"
"3"	"zagotovki"	"marinovannye-baklazhany-s-lukom-138417"	"Душистый перец горошком"	"10 штук"
"3"	"zagotovki"	"marinovannye-baklazhany-s-lukom-138417"	"Лавровый лист"	"3 штуки"
"3"	"zagotovki"	"marinovannye-baklazhany-s-lukom-138417"	"Соль"	"2 столовые ложки"
"3"	"zagotovki"	"krasnyy-luk-marinovannyy-v-vinnom-uksuse-138901"	"Красный лук"	"1 штука"
"3"	"zagotovki"	"krasnyy-luk-marinovannyy-v-vinnom-uksuse-138901"	"Оливковое масло"	"240 мл"
"3"	"zagotovki"	"krasnyy-luk-marinovannyy-v-vinnom-uksuse-138901"	"Красный винный уксус"	"1,5 столовых ложек"
